,node,community,local_role
2195,1954,c11,Local Peripheral
2196,1994,c11,Local Peripheral
2197,2002,c11,Local Ultra-Peripheral
2198,2010,c11,Local Ultra-Peripheral
2199,2026,c11,Local Peripheral
2200,2052,c11,Local Ultra-Peripheral
2201,2062,c11,Local Peripheral
2202,2101,c11,Local Ultra-Peripheral
2203,2137,c11,Local Peripheral
2204,2144,c11,Local Peripheral
2205,2151,c11,Local Peripheral
2206,2163,c11,Local Peripheral
2207,2176,c11,Local Ultra-Peripheral
2208,2215,c11,Local Peripheral
2209,2241,c11,Local Ultra-Peripheral
2210,2246,c11,Local Ultra-Peripheral
2211,2273,c11,Local Ultra-Peripheral
2212,2294,c11,Local Ultra-Peripheral
2213,2295,c11,Local Peripheral
2214,2298,c11,Local Peripheral
2215,2343,c11,Local Ultra-Peripheral
2216,2344,c11,Local Ultra-Peripheral
2217,2355,c11,Local Peripheral
2218,2377,c11,Local Ultra-Peripheral
2219,2389,c11,Local Peripheral
2220,2394,c11,Local Ultra-Peripheral
2221,2413,c11,Local Peripheral
2222,2419,c11,Local Ultra-Peripheral
2223,2465,c11,Local Ultra-Peripheral
2224,2468,c13,Local Peripheral
2225,2519,c11,Local Peripheral
2226,2544,c11,Local Peripheral
2227,2582,c11,Local Ultra-Peripheral
2228,2588,c11,Local Ultra-Peripheral
2229,2594,c11,Local Peripheral
2230,2605,c11,Local Peripheral
2231,2609,c11,Local Peripheral
2232,2616,c11,Local Peripheral
2233,2903,c7,Local Ultra-Peripheral
2234,2938,c7,Local Ultra-Peripheral
2235,2999,c7,Local Ultra-Peripheral
2236,3201,c7,Local Ultra-Peripheral
2237,3319,c7,Local Ultra-Peripheral
2238,3355,c7,Local Ultra-Peripheral
2239,3097,c7,Local Peripheral
2240,2707,c7,Local Ultra-Peripheral
2241,3111,c7,Local Ultra-Peripheral
2242,3186,c7,Local Ultra-Peripheral
2243,2661,c7,Local Ultra-Peripheral
2244,2662,c7,Local Ultra-Peripheral
2245,2663,c8,Local Peripheral
2246,2664,c8,Local Ultra-Peripheral
2247,2665,c7,Local Ultra-Peripheral
2248,2666,c8,Local Ultra-Peripheral
2249,2667,c7,Local Ultra-Peripheral
2250,2668,c7,Local Peripheral
2251,2669,c8,Local Ultra-Peripheral
2252,2670,c9,Local Peripheral
2253,2671,c7,Local Ultra-Peripheral
2254,2672,c7,Local Ultra-Peripheral
2255,2673,c8,Local Peripheral
2256,2674,c7,Local Ultra-Peripheral
2257,2675,c7,Local Ultra-Peripheral
2258,2676,c8,Local Ultra-Peripheral
2259,2679,c8,Local Ultra-Peripheral
2260,2680,c8,Local Ultra-Peripheral
2261,2681,c8,Local Ultra-Peripheral
2262,2682,c7,Local Ultra-Peripheral
2263,2683,c8,Local Ultra-Peripheral
2264,2684,c7,Local Ultra-Peripheral
2265,2685,c7,Local Ultra-Peripheral
2266,2686,c7,Local Ultra-Peripheral
2267,2687,c7,Local Ultra-Peripheral
2268,2688,c7,Local Ultra-Peripheral
2269,2689,c8,Local Ultra-Peripheral
2270,2690,c7,Local Peripheral
2271,2691,c7,Local Ultra-Peripheral
2272,2692,c7,Local Ultra-Peripheral
2273,2694,c8,Local Peripheral
2274,2695,c8,Local Peripheral
2275,2696,c7,Local Ultra-Peripheral
2276,2697,c7,Local Ultra-Peripheral
2277,2698,c8,Local Ultra-Peripheral
2278,2699,c9,Local Peripheral
2279,2700,c7,Local Ultra-Peripheral
2280,2701,c7,Local Ultra-Peripheral
2281,2702,c7,Local Ultra-Peripheral
2282,2703,c9,Local Peripheral
2283,2705,c8,Local Peripheral
2284,2706,c8,Local Ultra-Peripheral
2285,2708,c7,Local Ultra-Peripheral
2286,2709,c7,Local Ultra-Peripheral
2287,2710,c8,Local Peripheral
2288,2711,c7,Local Ultra-Peripheral
2289,2712,c7,Local Ultra-Peripheral
2290,2713,c7,Local Peripheral
2291,2714,c7,Local Ultra-Peripheral
2292,2715,c7,Local Ultra-Peripheral
2293,2716,c7,Local Ultra-Peripheral
2294,2717,c8,Local Ultra-Peripheral
2295,2718,c7,Local Ultra-Peripheral
2296,2719,c7,Local Ultra-Peripheral
2297,2720,c7,Local Ultra-Peripheral
2298,2721,c7,Local Ultra-Peripheral
2299,2722,c7,Local Ultra-Peripheral
2300,2723,c7,Local Ultra-Peripheral
2301,2726,c8,Local Peripheral
2302,2727,c7,Local Ultra-Peripheral
2303,2728,c7,Local Ultra-Peripheral
2304,2729,c8,Local Peripheral
2305,2730,c7,Local Ultra-Peripheral
2306,2731,c8,Local Peripheral
2307,2732,c7,Local Ultra-Peripheral
2308,2733,c7,Local Ultra-Peripheral
2309,2735,c7,Local Ultra-Peripheral
2310,2736,c7,Local Ultra-Peripheral
2311,2737,c7,Local Ultra-Peripheral
2312,2738,c8,Local Ultra-Peripheral
2313,2739,c7,Local Ultra-Peripheral
2314,2741,c8,Local Ultra-Peripheral
2315,2742,c7,Local Ultra-Peripheral
2316,2743,c8,Local Ultra-Peripheral
2317,2744,c7,Local Ultra-Peripheral
2318,2745,c8,Local Peripheral
2319,2746,c8,Local Peripheral
2320,2747,c7,Local Ultra-Peripheral
2321,2748,c7,Local Peripheral
2322,2749,c8,Local Ultra-Peripheral
2323,2750,c8,Local Ultra-Peripheral
2324,2751,c7,Local Peripheral
2325,2753,c7,Local Ultra-Peripheral
2326,2754,c8,Local Peripheral
2327,2755,c8,Local Ultra-Peripheral
2328,2756,c8,Local Ultra-Peripheral
2329,2757,c8,Local Ultra-Peripheral
2330,2758,c7,Local Ultra-Peripheral
2331,2759,c8,Local Peripheral
2332,2761,c8,Local Peripheral
2333,2762,c7,Local Ultra-Peripheral
2334,2763,c8,Local Ultra-Peripheral
2335,2765,c7,Local Ultra-Peripheral
2336,2766,c8,Local Peripheral
2337,2767,c9,Local Peripheral
2338,2768,c7,Local Ultra-Peripheral
2339,2769,c8,Local Peripheral
2340,2770,c7,Local Ultra-Peripheral
2341,2771,c7,Local Ultra-Peripheral
2342,2772,c7,Local Ultra-Peripheral
2343,2773,c8,Local Ultra-Peripheral
2344,2774,c7,Local Ultra-Peripheral
2345,2776,c7,Local Ultra-Peripheral
2346,2777,c8,Local Ultra-Peripheral
2347,2778,c7,Local Ultra-Peripheral
2348,2779,c7,Local Ultra-Peripheral
2349,2780,c7,Local Ultra-Peripheral
2350,2781,c7,Local Ultra-Peripheral
2351,2782,c8,Local Ultra-Peripheral
2352,2783,c7,Local Ultra-Peripheral
2353,2784,c7,Local Ultra-Peripheral
2354,2785,c7,Local Ultra-Peripheral
2355,2786,c8,Local Ultra-Peripheral
2356,2787,c7,Local Ultra-Peripheral
2357,2788,c7,Local Ultra-Peripheral
2358,2789,c8,Local Peripheral
2359,2790,c7,Local Ultra-Peripheral
2360,2791,c7,Local Ultra-Peripheral
2361,2792,c7,Local Ultra-Peripheral
2362,2793,c7,Local Ultra-Peripheral
2363,2794,c8,Local Peripheral
2364,2795,c7,Local Ultra-Peripheral
2365,2796,c7,Local Ultra-Peripheral
2366,2797,c7,Local Ultra-Peripheral
2367,2798,c8,Local Peripheral
2368,2799,c7,Local Ultra-Peripheral
2369,2800,c8,Local Ultra-Peripheral
2370,2801,c7,Local Ultra-Peripheral
2371,2802,c7,Local Ultra-Peripheral
2372,2803,c7,Local Ultra-Peripheral
2373,2804,c7,Local Ultra-Peripheral
2374,2805,c7,Local Peripheral
2375,2806,c8,Local Peripheral
2376,2807,c8,Local Peripheral
2377,2808,c7,Local Ultra-Peripheral
2378,2809,c8,Local Peripheral
2379,2810,c8,Local Peripheral
2380,2811,c7,Local Ultra-Peripheral
2381,2812,c7,Local Peripheral
2382,2815,c8,Local Ultra-Peripheral
2383,2816,c7,Local Ultra-Peripheral
2384,2817,c7,Local Ultra-Peripheral
2385,2818,c7,Local Peripheral
2386,2819,c7,Local Ultra-Peripheral
2387,2820,c7,Local Peripheral
2388,2821,c8,Local Peripheral
2389,2823,c7,Local Ultra-Peripheral
2390,2824,c7,Local Ultra-Peripheral
2391,2825,c7,Local Ultra-Peripheral
2392,2827,c8,Local Ultra-Peripheral
2393,2828,c7,Local Ultra-Peripheral
2394,2829,c7,Local Ultra-Peripheral
2395,2830,c7,Local Ultra-Peripheral
2396,2831,c7,Local Ultra-Peripheral
2397,2832,c7,Local Ultra-Peripheral
2398,2833,c7,Local Ultra-Peripheral
2399,2834,c9,Local Peripheral
2400,2835,c8,Local Ultra-Peripheral
2401,2836,c7,Local Peripheral
2402,2837,c8,Local Peripheral
2403,2839,c8,Local Ultra-Peripheral
2404,2840,c7,Local Ultra-Peripheral
2405,2841,c7,Local Peripheral
2406,2842,c7,Local Ultra-Peripheral
2407,2843,c7,Local Ultra-Peripheral
2408,2844,c7,Local Ultra-Peripheral
2409,2845,c7,Local Ultra-Peripheral
2410,2846,c7,Local Ultra-Peripheral
2411,2847,c7,Local Ultra-Peripheral
2412,2848,c7,Local Ultra-Peripheral
2413,2849,c7,Local Ultra-Peripheral
2414,2850,c8,Local Peripheral
2415,2851,c8,Local Peripheral
2416,2852,c8,Local Peripheral
2417,2853,c7,Local Ultra-Peripheral
2418,2854,c8,Local Peripheral
2419,2855,c7,Local Ultra-Peripheral
2420,2856,c7,Local Ultra-Peripheral
2421,2857,c7,Local Ultra-Peripheral
2422,2858,c7,Local Peripheral
2423,2859,c7,Local Ultra-Peripheral
2424,2860,c7,Local Ultra-Peripheral
2425,2861,c7,Local Ultra-Peripheral
2426,2862,c8,Local Ultra-Peripheral
2427,2863,c7,Local Ultra-Peripheral
2428,2864,c8,Local Ultra-Peripheral
2429,2865,c7,Local Ultra-Peripheral
2430,2866,c8,Local Ultra-Peripheral
2431,2867,c8,Local Ultra-Peripheral
2432,2868,c7,Local Ultra-Peripheral
2433,2870,c7,Local Ultra-Peripheral
2434,2871,c7,Local Ultra-Peripheral
2435,2872,c8,Local Ultra-Peripheral
2436,2873,c8,Local Ultra-Peripheral
2437,2874,c8,Local Ultra-Peripheral
2438,2875,c7,Local Ultra-Peripheral
2439,2876,c7,Local Ultra-Peripheral
2440,2877,c8,Local Ultra-Peripheral
2441,2878,c7,Local Ultra-Peripheral
2442,2879,c9,Local Peripheral
2443,2880,c8,Local Ultra-Peripheral
2444,2881,c7,Local Ultra-Peripheral
2445,2882,c7,Local Ultra-Peripheral
2446,2884,c8,Local Peripheral
2447,2886,c7,Local Ultra-Peripheral
2448,2887,c8,Local Ultra-Peripheral
2449,2888,c8,Local Peripheral
2450,2889,c9,Local Peripheral
2451,2890,c8,Local Ultra-Peripheral
2452,2891,c8,Local Peripheral
2453,2893,c7,Local Ultra-Peripheral
2454,2894,c7,Local Ultra-Peripheral
2455,2895,c7,Local Ultra-Peripheral
2456,2896,c8,Local Ultra-Peripheral
2457,2897,c8,Local Ultra-Peripheral
2458,2898,c7,Local Ultra-Peripheral
2459,2899,c8,Local Peripheral
2460,2900,c7,Local Ultra-Peripheral
2461,2901,c7,Local Ultra-Peripheral
2462,2902,c7,Local Ultra-Peripheral
2463,2904,c7,Local Ultra-Peripheral
2464,2905,c8,Local Ultra-Peripheral
2465,2906,c8,Local Ultra-Peripheral
2466,2907,c8,Local Peripheral
2467,2908,c8,Local Peripheral
2468,2909,c8,Local Ultra-Peripheral
2469,2910,c8,Local Ultra-Peripheral
2470,2911,c8,Local Ultra-Peripheral
2471,2912,c8,Local Ultra-Peripheral
2472,2913,c8,Local Peripheral
2473,2914,c7,Local Ultra-Peripheral
2474,2915,c8,Local Ultra-Peripheral
2475,2916,c8,Local Ultra-Peripheral
2476,2917,c8,Local Peripheral
2477,2918,c7,Local Ultra-Peripheral
2478,2919,c8,Local Peripheral
2479,2920,c8,Local Peripheral
2480,2921,c7,Local Ultra-Peripheral
2481,2922,c7,Local Ultra-Peripheral
2482,2923,c7,Local Ultra-Peripheral
2483,2924,c8,Local Ultra-Peripheral
2484,2925,c8,Local Ultra-Peripheral
2485,2926,c7,Local Ultra-Peripheral
2486,2927,c8,Local Ultra-Peripheral
2487,2928,c8,Local Ultra-Peripheral
2488,2929,c8,Local Ultra-Peripheral
2489,2930,c7,Local Ultra-Peripheral
2490,2931,c8,Local Ultra-Peripheral
2491,2932,c7,Local Ultra-Peripheral
2492,2933,c7,Local Peripheral
2493,2934,c7,Local Ultra-Peripheral
2494,2935,c7,Local Ultra-Peripheral
2495,2936,c7,Local Ultra-Peripheral
2496,2937,c7,Local Ultra-Peripheral
2497,2939,c7,Local Ultra-Peripheral
2498,2940,c8,Local Ultra-Peripheral
2499,2942,c7,Local Peripheral
2500,2943,c8,Local Ultra-Peripheral
2501,2944,c8,Local Ultra-Peripheral
2502,2945,c8,Local Ultra-Peripheral
2503,2946,c8,Local Peripheral
2504,2947,c7,Local Ultra-Peripheral
2505,2948,c8,Local Peripheral
2506,2949,c7,Local Ultra-Peripheral
2507,2950,c7,Local Ultra-Peripheral
2508,2951,c7,Local Ultra-Peripheral
2509,2952,c8,Local Peripheral
2510,2953,c8,Local Peripheral
2511,2954,c7,Local Ultra-Peripheral
2512,2955,c7,Local Ultra-Peripheral
2513,2956,c8,Local Ultra-Peripheral
2514,2957,c7,Local Peripheral
2515,2958,c7,Local Ultra-Peripheral
2516,2959,c9,Local Peripheral
2517,2960,c8,Local Ultra-Peripheral
2518,2961,c8,Local Peripheral
2519,2963,c8,Local Peripheral
2520,2965,c7,Local Ultra-Peripheral
2521,2966,c8,Local Ultra-Peripheral
2522,2967,c8,Local Peripheral
2523,2969,c8,Local Ultra-Peripheral
2524,2970,c7,Local Ultra-Peripheral
2525,2972,c9,Local Peripheral
2526,2973,c7,Local Ultra-Peripheral
2527,2974,c8,Local Ultra-Peripheral
2528,2975,c7,Local Ultra-Peripheral
2529,2977,c8,Local Peripheral
2530,2978,c8,Local Peripheral
2531,2980,c7,Local Ultra-Peripheral
2532,2981,c8,Local Peripheral
2533,2982,c9,Local Peripheral
2534,2983,c7,Local Ultra-Peripheral
2535,2984,c7,Local Ultra-Peripheral
2536,2985,c8,Local Ultra-Peripheral
2537,2986,c8,Local Ultra-Peripheral
2538,2987,c8,Local Peripheral
2539,2988,c8,Local Ultra-Peripheral
2540,2989,c7,Local Ultra-Peripheral
2541,2990,c7,Local Ultra-Peripheral
2542,2991,c7,Local Ultra-Peripheral
2543,2992,c7,Local Ultra-Peripheral
2544,2993,c8,Local Ultra-Peripheral
2545,2994,c8,Local Ultra-Peripheral
2546,2995,c7,Local Ultra-Peripheral
2547,2996,c7,Local Peripheral
2548,2997,c7,Local Peripheral
2549,2998,c7,Local Ultra-Peripheral
2550,3000,c8,Local Ultra-Peripheral
2551,3002,c7,Local Ultra-Peripheral
2552,3004,c8,Local Ultra-Peripheral
2553,3006,c7,Local Ultra-Peripheral
2554,3007,c7,Local Ultra-Peripheral
2555,3008,c9,Local Peripheral
2556,3009,c7,Local Ultra-Peripheral
2557,3010,c8,Local Peripheral
2558,3012,c7,Local Ultra-Peripheral
2559,3013,c7,Local Ultra-Peripheral
2560,3014,c8,Local Ultra-Peripheral
2561,3015,c7,Local Ultra-Peripheral
2562,3016,c7,Local Ultra-Peripheral
2563,3017,c7,Local Ultra-Peripheral
2564,3018,c7,Local Ultra-Peripheral
2565,3021,c7,Local Ultra-Peripheral
2566,3022,c8,Local Ultra-Peripheral
2567,3023,c8,Local Peripheral
2568,3024,c7,Local Ultra-Peripheral
2569,3025,c8,Local Ultra-Peripheral
2570,3026,c8,Local Ultra-Peripheral
2571,3027,c7,Local Ultra-Peripheral
2572,3028,c7,Local Ultra-Peripheral
2573,3029,c8,Local Ultra-Peripheral
2574,3030,c8,Local Peripheral
2575,3031,c7,Local Ultra-Peripheral
2576,3032,c7,Local Ultra-Peripheral
2577,3033,c8,Local Ultra-Peripheral
2578,3035,c7,Local Ultra-Peripheral
2579,3036,c8,Local Peripheral
2580,3037,c7,Local Ultra-Peripheral
2581,3038,c7,Local Ultra-Peripheral
2582,3039,c7,Local Ultra-Peripheral
2583,3040,c8,Local Ultra-Peripheral
2584,3041,c7,Local Peripheral
2585,3042,c8,Local Peripheral
2586,3043,c7,Local Ultra-Peripheral
2587,3044,c8,Local Peripheral
2588,3045,c8,Local Peripheral
2589,3046,c7,Local Peripheral
2590,3047,c8,Local Ultra-Peripheral
2591,3048,c7,Local Ultra-Peripheral
2592,3049,c7,Local Ultra-Peripheral
2593,3050,c7,Local Ultra-Peripheral
2594,3051,c7,Local Ultra-Peripheral
2595,3052,c8,Local Ultra-Peripheral
2596,3053,c7,Local Ultra-Peripheral
2597,3054,c8,Local Ultra-Peripheral
2598,3055,c7,Local Ultra-Peripheral
2599,3056,c8,Local Ultra-Peripheral
2600,3058,c7,Local Ultra-Peripheral
2601,3059,c8,Local Peripheral
2602,3060,c7,Local Ultra-Peripheral
2603,3061,c7,Local Ultra-Peripheral
2604,3063,c7,Local Ultra-Peripheral
2605,3064,c8,Local Ultra-Peripheral
2606,3065,c8,Local Ultra-Peripheral
2607,3066,c7,Local Ultra-Peripheral
2608,3067,c7,Local Ultra-Peripheral
2609,3068,c7,Local Ultra-Peripheral
2610,3069,c7,Local Ultra-Peripheral
2611,3070,c7,Local Ultra-Peripheral
2612,3071,c7,Local Ultra-Peripheral
2613,3072,c7,Local Ultra-Peripheral
2614,3073,c8,Local Ultra-Peripheral
2615,3074,c7,Local Ultra-Peripheral
2616,3075,c7,Local Ultra-Peripheral
2617,3076,c7,Local Ultra-Peripheral
2618,3077,c7,Local Ultra-Peripheral
2619,3078,c8,Local Ultra-Peripheral
2620,3080,c8,Local Peripheral
2621,3081,c7,Local Ultra-Peripheral
2622,3082,c7,Local Ultra-Peripheral
2623,3083,c7,Local Ultra-Peripheral
2624,3084,c8,Local Ultra-Peripheral
2625,3085,c8,Local Ultra-Peripheral
2626,3086,c7,Local Ultra-Peripheral
2627,3087,c7,Local Ultra-Peripheral
2628,3088,c7,Local Ultra-Peripheral
2629,3089,c7,Local Ultra-Peripheral
2630,3090,c8,Local Ultra-Peripheral
2631,3091,c7,Local Ultra-Peripheral
2632,3092,c8,Local Peripheral
2633,3093,c7,Local Ultra-Peripheral
2634,3094,c7,Local Ultra-Peripheral
2635,3095,c8,Local Peripheral
2636,3096,c8,Local Ultra-Peripheral
2637,3098,c8,Local Ultra-Peripheral
2638,3099,c7,Local Ultra-Peripheral
2639,3102,c7,Local Ultra-Peripheral
2640,3103,c7,Local Ultra-Peripheral
2641,3104,c8,Local Ultra-Peripheral
2642,3105,c7,Local Peripheral
2643,3106,c7,Local Ultra-Peripheral
2644,3107,c7,Local Ultra-Peripheral
2645,3108,c8,Local Ultra-Peripheral
2646,3109,c7,Local Ultra-Peripheral
2647,3110,c7,Local Ultra-Peripheral
2648,3112,c7,Local Ultra-Peripheral
2649,3113,c7,Local Ultra-Peripheral
2650,3114,c8,Local Ultra-Peripheral
2651,3115,c7,Local Ultra-Peripheral
2652,3116,c7,Local Ultra-Peripheral
2653,3117,c8,Local Peripheral
2654,3118,c7,Local Ultra-Peripheral
2655,3119,c8,Local Ultra-Peripheral
2656,3120,c7,Local Ultra-Peripheral
2657,3121,c7,Local Ultra-Peripheral
2658,3122,c7,Local Ultra-Peripheral
2659,3123,c8,Local Peripheral
2660,3124,c7,Local Peripheral
2661,3125,c7,Local Ultra-Peripheral
2662,3126,c7,Local Ultra-Peripheral
2663,3127,c7,Local Ultra-Peripheral
2664,3128,c7,Local Ultra-Peripheral
2665,3129,c8,Local Peripheral
2666,3130,c8,Local Peripheral
2667,3131,c7,Local Ultra-Peripheral
2668,3132,c7,Local Ultra-Peripheral
2669,3133,c7,Local Ultra-Peripheral
2670,3134,c7,Local Ultra-Peripheral
2671,3135,c8,Local Peripheral
2672,3137,c8,Local Ultra-Peripheral
2673,3138,c7,Local Ultra-Peripheral
2674,3139,c8,Local Peripheral
2675,3140,c7,Local Ultra-Peripheral
2676,3141,c7,Local Ultra-Peripheral
2677,3142,c8,Local Ultra-Peripheral
2678,3143,c8,Local Peripheral
2679,3144,c7,Local Ultra-Peripheral
2680,3145,c7,Local Ultra-Peripheral
2681,3146,c7,Local Ultra-Peripheral
2682,3147,c7,Local Ultra-Peripheral
2683,3148,c7,Local Ultra-Peripheral
2684,3149,c8,Local Ultra-Peripheral
2685,3150,c7,Local Ultra-Peripheral
2686,3151,c7,Local Ultra-Peripheral
2687,3152,c7,Local Ultra-Peripheral
2688,3153,c8,Local Peripheral
2689,3154,c7,Local Ultra-Peripheral
2690,3155,c7,Local Peripheral
2691,3156,c7,Local Ultra-Peripheral
2692,3157,c7,Local Ultra-Peripheral
2693,3158,c8,Local Ultra-Peripheral
2694,3159,c7,Local Ultra-Peripheral
2695,3160,c7,Local Ultra-Peripheral
2696,3161,c7,Local Ultra-Peripheral
2697,3163,c8,Local Peripheral
2698,3166,c8,Local Peripheral
2699,3167,c7,Local Ultra-Peripheral
2700,3169,c7,Local Ultra-Peripheral
2701,3170,c7,Local Ultra-Peripheral
2702,3171,c7,Local Ultra-Peripheral
2703,3172,c7,Local Ultra-Peripheral
2704,3174,c8,Local Ultra-Peripheral
2705,3175,c7,Local Ultra-Peripheral
2706,3176,c7,Local Peripheral
2707,3177,c7,Local Ultra-Peripheral
2708,3180,c7,Local Ultra-Peripheral
2709,3181,c7,Local Ultra-Peripheral
2710,3182,c7,Local Ultra-Peripheral
2711,3183,c7,Local Ultra-Peripheral
2712,3184,c8,Local Ultra-Peripheral
2713,3185,c7,Local Ultra-Peripheral
2714,3187,c7,Local Ultra-Peripheral
2715,3188,c7,Local Ultra-Peripheral
2716,3189,c7,Local Ultra-Peripheral
2717,3190,c7,Local Ultra-Peripheral
2718,3191,c7,Local Ultra-Peripheral
2719,3192,c7,Local Ultra-Peripheral
2720,3193,c8,Local Peripheral
2721,3194,c7,Local Ultra-Peripheral
2722,3195,c8,Local Ultra-Peripheral
2723,3196,c7,Local Ultra-Peripheral
2724,3197,c7,Local Ultra-Peripheral
2725,3198,c7,Local Ultra-Peripheral
2726,3199,c7,Local Ultra-Peripheral
2727,3200,c7,Local Ultra-Peripheral
2728,3202,c8,Local Peripheral
2729,3203,c7,Local Ultra-Peripheral
2730,3204,c7,Local Ultra-Peripheral
2731,3206,c7,Local Ultra-Peripheral
2732,3207,c7,Local Ultra-Peripheral
2733,3208,c7,Local Ultra-Peripheral
2734,3209,c7,Local Ultra-Peripheral
2735,3210,c7,Local Ultra-Peripheral
2736,3211,c7,Local Peripheral
2737,3212,c7,Local Ultra-Peripheral
2738,3213,c8,Local Peripheral
2739,3214,c7,Local Ultra-Peripheral
2740,3215,c7,Local Peripheral
2741,3216,c7,Local Ultra-Peripheral
2742,3217,c7,Local Ultra-Peripheral
2743,3218,c7,Local Ultra-Peripheral
2744,3219,c7,Local Ultra-Peripheral
2745,3220,c8,Local Ultra-Peripheral
2746,3221,c7,Local Ultra-Peripheral
2747,3223,c7,Local Ultra-Peripheral
2748,3224,c7,Local Ultra-Peripheral
2749,3225,c7,Local Ultra-Peripheral
2750,3226,c8,Local Ultra-Peripheral
2751,3227,c8,Local Peripheral
2752,3228,c8,Local Peripheral
2753,3229,c8,Local Peripheral
2754,3230,c7,Local Ultra-Peripheral
2755,3231,c8,Local Peripheral
2756,3232,c8,Local Ultra-Peripheral
2757,3234,c8,Local Peripheral
2758,3235,c7,Local Ultra-Peripheral
2759,3236,c7,Local Peripheral
2760,3237,c8,Local Peripheral
2761,3238,c8,Local Ultra-Peripheral
2762,3239,c7,Local Ultra-Peripheral
2763,3240,c7,Local Ultra-Peripheral
2764,3241,c7,Local Ultra-Peripheral
2765,3242,c7,Local Ultra-Peripheral
2766,3243,c8,Local Peripheral
2767,3244,c7,Local Ultra-Peripheral
2768,3246,c7,Local Ultra-Peripheral
2769,3247,c7,Local Ultra-Peripheral
2770,3249,c7,Local Ultra-Peripheral
2771,3250,c8,Local Peripheral
2772,3251,c7,Local Ultra-Peripheral
2773,3252,c7,Local Ultra-Peripheral
2774,3253,c7,Local Ultra-Peripheral
2775,3254,c7,Local Ultra-Peripheral
2776,3255,c7,Local Ultra-Peripheral
2777,3256,c7,Local Ultra-Peripheral
2778,3257,c8,Local Ultra-Peripheral
2779,3259,c7,Local Ultra-Peripheral
2780,3260,c7,Local Ultra-Peripheral
2781,3261,c7,Local Ultra-Peripheral
2782,3262,c7,Local Ultra-Peripheral
2783,3264,c7,Local Ultra-Peripheral
2784,3266,c7,Local Ultra-Peripheral
2785,3267,c7,Local Ultra-Peripheral
2786,3268,c7,Local Ultra-Peripheral
2787,3269,c8,Local Peripheral
2788,3270,c7,Local Ultra-Peripheral
2789,3271,c7,Local Ultra-Peripheral
2790,3272,c7,Local Ultra-Peripheral
2791,3273,c7,Local Ultra-Peripheral
2792,3274,c7,Local Peripheral
2793,3275,c7,Local Peripheral
2794,3276,c7,Local Ultra-Peripheral
2795,3277,c7,Local Ultra-Peripheral
2796,3279,c7,Local Peripheral
2797,3280,c7,Local Ultra-Peripheral
2798,3281,c7,Local Ultra-Peripheral
2799,3282,c7,Local Ultra-Peripheral
2800,3283,c9,Local Peripheral
2801,3284,c8,Local Ultra-Peripheral
2802,3285,c7,Local Ultra-Peripheral
2803,3286,c8,Local Peripheral
2804,3287,c7,Local Ultra-Peripheral
2805,3288,c7,Local Ultra-Peripheral
2806,3291,c7,Local Ultra-Peripheral
2807,3292,c7,Local Ultra-Peripheral
2808,3293,c8,Local Ultra-Peripheral
2809,3294,c8,Local Peripheral
2810,3296,c7,Local Ultra-Peripheral
2811,3297,c7,Local Ultra-Peripheral
2812,3298,c7,Local Ultra-Peripheral
2813,3299,c7,Local Ultra-Peripheral
2814,3300,c8,Local Peripheral
2815,3301,c8,Local Ultra-Peripheral
2816,3302,c7,Local Peripheral
2817,3303,c8,Local Peripheral
2818,3305,c7,Local Ultra-Peripheral
2819,3306,c7,Local Ultra-Peripheral
2820,3307,c7,Local Ultra-Peripheral
2821,3308,c7,Local Ultra-Peripheral
2822,3309,c9,Local Peripheral
2823,3310,c7,Local Ultra-Peripheral
2824,3311,c9,Local Peripheral
2825,3312,c7,Local Ultra-Peripheral
2826,3313,c7,Local Ultra-Peripheral
2827,3314,c9,Local Peripheral
2828,3315,c8,Local Peripheral
2829,3316,c7,Local Ultra-Peripheral
2830,3317,c8,Local Peripheral
2831,3318,c9,Local Peripheral
2832,3320,c7,Local Ultra-Peripheral
2833,3321,c7,Local Ultra-Peripheral
2834,3322,c7,Local Ultra-Peripheral
2835,3323,c7,Local Ultra-Peripheral
2836,3324,c8,Local Ultra-Peripheral
2837,3325,c9,Local Peripheral
2838,3326,c7,Local Peripheral
2839,3327,c7,Local Ultra-Peripheral
2840,3329,c7,Local Ultra-Peripheral
2841,3330,c7,Local Ultra-Peripheral
2842,3332,c7,Local Ultra-Peripheral
2843,3333,c8,Local Peripheral
2844,3334,c7,Local Ultra-Peripheral
2845,3335,c7,Local Ultra-Peripheral
2846,3336,c7,Local Ultra-Peripheral
2847,3337,c7,Local Ultra-Peripheral
2848,3338,c7,Local Ultra-Peripheral
2849,3339,c8,Local Ultra-Peripheral
2850,3340,c7,Local Ultra-Peripheral
2851,3341,c7,Local Ultra-Peripheral
2852,3342,c7,Local Ultra-Peripheral
2853,3343,c7,Local Ultra-Peripheral
2854,3344,c7,Local Ultra-Peripheral
2855,3345,c7,Local Ultra-Peripheral
2856,3346,c7,Local Ultra-Peripheral
2857,3347,c7,Local Ultra-Peripheral
2858,3348,c8,Local Ultra-Peripheral
2859,3349,c7,Local Ultra-Peripheral
2860,3350,c7,Local Ultra-Peripheral
2861,3351,c7,Local Ultra-Peripheral
2862,3352,c7,Local Ultra-Peripheral
2863,3353,c7,Local Ultra-Peripheral
2864,3354,c7,Local Ultra-Peripheral
2865,3356,c7,Local Ultra-Peripheral
2866,3357,c7,Local Ultra-Peripheral
