,node,reason,meaning,target
3133,2184,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3134,2186,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3135,2188,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3136,2190,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3137,2192,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3138,2193,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3139,2195,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3140,2197,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3141,2200,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3142,2201,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3143,2202,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3144,2204,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3145,2205,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3146,2206,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3147,2207,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3148,2208,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3149,2209,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3150,2210,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3151,2211,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3152,2212,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3153,2213,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3154,2214,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3155,2216,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3156,2217,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3157,2218,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3158,2219,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3159,2220,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3160,2221,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3161,2222,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3162,2226,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3163,2227,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3164,2228,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3165,2229,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3166,2230,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3167,2231,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3168,2232,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3169,2233,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3170,2234,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3171,2235,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3172,2236,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3173,2237,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3174,2238,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3175,2240,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3176,2242,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3177,2243,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3178,2244,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3179,2245,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3180,2248,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3181,2249,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3182,2251,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3183,2252,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3184,2253,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3185,2255,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3186,2256,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3187,2257,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3188,2258,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3189,2259,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3190,2260,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3191,2261,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3192,2262,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3193,2263,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3194,2265,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3195,2269,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3196,2270,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3197,2271,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3198,2272,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3199,2274,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3200,2275,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3201,2276,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3202,2277,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3203,2278,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3204,2280,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3205,2281,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3206,2286,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3207,2287,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3208,2288,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3209,2290,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3210,2291,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3211,2296,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3212,2297,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3213,2299,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3214,2300,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3215,2301,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3216,2303,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3217,2304,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3218,2305,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3219,2306,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3220,2307,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3221,2308,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3222,2309,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3223,2310,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3224,2311,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3225,2312,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3226,2313,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3227,2314,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3228,2316,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3229,2317,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3230,2318,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3231,2320,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3232,2321,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3233,2322,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3234,2323,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3235,2324,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3236,2326,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3237,2329,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3238,2331,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3239,2334,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3240,2335,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3241,2339,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3242,2340,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3243,2341,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3244,2342,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3245,2345,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3246,2346,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3247,2348,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3248,2349,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3249,2350,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3250,2352,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3251,2353,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3252,2354,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3253,2356,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3254,2357,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3255,2358,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3256,2359,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3257,2360,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3258,2361,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3259,2362,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3260,2363,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3261,2365,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3262,2366,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3263,2367,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3264,2369,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3265,2370,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3266,2371,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3267,2373,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3268,2374,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3269,2375,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3270,2376,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3271,2379,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3272,2380,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3273,2381,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3274,2382,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3275,2383,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3276,2386,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3277,2387,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3278,2388,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3279,2390,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3280,2391,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3281,2392,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3282,2393,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3283,2395,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3284,2396,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3285,2397,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3286,2400,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3287,2401,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3288,2402,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3289,2403,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3290,2404,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3291,2405,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3292,2406,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3293,2407,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3294,2408,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3295,2409,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3296,2410,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3297,2411,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3298,2412,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3299,2414,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3300,2415,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3301,2416,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3302,2418,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3303,2421,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3304,2422,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3305,2423,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3306,2424,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3307,2425,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3308,2426,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3309,2427,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3310,2428,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3311,2429,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3312,2430,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3313,2431,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3314,2432,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3315,2433,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3316,2434,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3317,2435,Has few internal connections and limited engagement within c10 community.,Is locally isolated within c10 community.,To support local inclusion and re-engagement.
3318,2437,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3319,2438,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3320,2439,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3321,2440,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3322,2441,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3323,2442,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3324,2443,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3325,2444,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3326,2446,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3327,2448,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3328,2449,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3329,2450,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3330,2452,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3331,2453,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3332,2454,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3333,2455,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3334,2456,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3335,2457,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3336,2460,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3337,2462,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3338,2464,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3339,2466,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3340,2467,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3341,2469,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3342,2470,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3343,2473,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3344,2474,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3345,2476,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3346,2477,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3347,2478,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3348,2479,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3349,2480,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3350,2481,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3351,2482,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3352,2483,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3353,2484,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3354,2485,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3355,2486,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3356,2487,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3357,2488,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3358,2489,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3359,2490,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3360,2492,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3361,2493,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3362,2495,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3363,2497,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3364,2499,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3365,2500,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3366,2503,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3367,2504,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3368,2505,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3369,2506,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3370,2507,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3371,2513,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3372,2514,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3373,2515,Has few internal connections and limited engagement within c12 community.,Is locally isolated within c12 community.,To support local inclusion and re-engagement.
3374,2517,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3375,2518,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3376,2520,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3377,2521,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3378,2522,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3379,2523,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3380,2524,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3381,2525,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3382,2526,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
3383,2527,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3384,2528,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3385,2531,Has few internal connections and limited engagement within c11 community.,Is locally isolated within c11 community.,To support local inclusion and re-engagement.
3386,2532,Has few internal connections and limited engagement within c13 community.,Is locally isolated within c13 community.,To support local inclusion and re-engagement.
